id,name,alias,status,nodeCount,nodeCountHa,username,userId,tenantId,pluginName,pluginVersion,keypair,neutronManagementNetwork,neutronManagementNetworkName,cloudDiskInUse,localDiskInUse,managementNetworkList,healthStatus,clusterMode,createdAt,masterIp,virtualIp,realIp,serviceName,administrator,customConfig,driverUrl,monitorOn,monitorInterval,advancedFeaturelicense,antiAffinity,serverVersion,newLicenseCluster,monitorVersion,archType,backup,ha,share,redisSentinelVip,dbNewVersion,availabilityZone,instanceName,internalIp,cpu,ram,disk
a7d0e92f-6f4b-409d-b762-6a9769090779,redislahm4xip,HNSJYT-DJG-redis-134-069,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:55:50,10.148.134.206,10.148.135.55,10.148.135.55,redis,admin,{},"10.148.134.208:27001,10.148.134.206:27001,10.148.134.207:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.135:7001,,HLW_HG4_Domain01,redislahm4xip-redis-master-2-7329e-0,10.148.134.207,2,4,100
9cbd48bf-b4d4-4744-8065-41bbc90ff3b0,redistgsjypt8,HNSJYT-DJG-redis-134-068,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:54:13,10.148.134.203,10.148.135.54,10.148.135.54,redis,admin,{},"10.148.134.205:27001,10.148.134.203:27001,10.148.134.204:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.134:7001,,HLW_HG4_Domain01,redistgsjypt8-redis-master-1-31d32-0,10.148.134.203,2,4,100
9cbd48bf-b4d4-4744-8065-41bbc90ff3b0,redistgsjypt8,HNSJYT-DJG-redis-134-068,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:54:13,10.148.134.203,10.148.135.54,10.148.135.54,redis,admin,{},"10.148.134.205:27001,10.148.134.203:27001,10.148.134.204:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.134:7001,,HLW_HG4_Domain01,redistgsjypt8-redis-master-2-2dd87-0,10.148.134.204,2,4,100
9cbd48bf-b4d4-4744-8065-41bbc90ff3b0,redistgsjypt8,HNSJYT-DJG-redis-134-068,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:54:13,10.148.134.203,10.148.135.54,10.148.135.54,redis,admin,{},"10.148.134.205:27001,10.148.134.203:27001,10.148.134.204:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.134:7001,,HLW_HG4_Domain01,redistgsjypt8-redis-core-1-05e5a-0,10.148.134.205,2,4,50
21568926-12fb-451b-828e-908536a2b8f6,redis9n5zyeeg,HNSJYT-DJG-redis-134-067,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:52:09,10.148.134.200,10.148.135.53,10.148.135.53,redis,admin,{},"10.148.134.202:27001,10.148.134.200:27001,10.148.134.201:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.133:7001,,HLW_HG4_Domain01,redis9n5zyeeg-redis-master-1-6e6ad-0,10.148.134.200,2,4,100
21568926-12fb-451b-828e-908536a2b8f6,redis9n5zyeeg,HNSJYT-DJG-redis-134-067,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:52:09,10.148.134.200,10.148.135.53,10.148.135.53,redis,admin,{},"10.148.134.202:27001,10.148.134.200:27001,10.148.134.201:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.133:7001,,HLW_HG4_Domain01,redis9n5zyeeg-redis-master-2-0ddaf-0,10.148.134.201,2,4,100
21568926-12fb-451b-828e-908536a2b8f6,redis9n5zyeeg,HNSJYT-DJG-redis-134-067,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:52:09,10.148.134.200,10.148.135.53,10.148.135.53,redis,admin,{},"10.148.134.202:27001,10.148.134.200:27001,10.148.134.201:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.133:7001,,HLW_HG4_Domain01,redis9n5zyeeg-redis-core-1-2ea62-0,10.148.134.202,2,4,50
b242fd69-7c74-492a-a675-d3b7064d2040,redisfzujghxn,HNSJYT-DJG-redis-134-066,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:50:53,10.148.134.197,10.148.135.52,10.148.135.52,redis,admin,{},"10.148.134.199:27001,10.148.134.197:27001,10.148.134.198:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.132:7001,,HLW_HG4_Domain01,redisfzujghxn-redis-master-1-9b257-0,10.148.134.197,2,4,100
b242fd69-7c74-492a-a675-d3b7064d2040,redisfzujghxn,HNSJYT-DJG-redis-134-066,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:50:53,10.148.134.197,10.148.135.52,10.148.135.52,redis,admin,{},"10.148.134.199:27001,10.148.134.197:27001,10.148.134.198:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.132:7001,,HLW_HG4_Domain01,redisfzujghxn-redis-master-2-1914b-0,10.148.134.198,2,4,100
b242fd69-7c74-492a-a675-d3b7064d2040,redisfzujghxn,HNSJYT-DJG-redis-134-066,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:50:53,10.148.134.197,10.148.135.52,10.148.135.52,redis,admin,{},"10.148.134.199:27001,10.148.134.197:27001,10.148.134.198:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.132:7001,,HLW_HG4_Domain01,redisfzujghxn-redis-core-1-43dd9-0,10.148.134.199,2,4,50
9eaa4a73-5e41-4b90-89cd-4f4fa95b3029,redis33l34lgl,HNSJYT-DJG-redis-134-065,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:49:16,10.148.134.194,10.148.135.51,10.148.135.51,redis,admin,{},"10.148.134.196:27001,10.148.134.194:27001,10.148.134.195:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.131:7001,,HLW_HG4_Domain01,redis33l34lgl-redis-core-1-de31d-0,10.148.134.196,2,4,50
9eaa4a73-5e41-4b90-89cd-4f4fa95b3029,redis33l34lgl,HNSJYT-DJG-redis-134-065,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:49:16,10.148.134.194,10.148.135.51,10.148.135.51,redis,admin,{},"10.148.134.196:27001,10.148.134.194:27001,10.148.134.195:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.131:7001,,HLW_HG4_Domain01,redis33l34lgl-redis-master-2-0ec8b-0,10.148.134.195,2,4,100
9eaa4a73-5e41-4b90-89cd-4f4fa95b3029,redis33l34lgl,HNSJYT-DJG-redis-134-065,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:49:16,10.148.134.194,10.148.135.51,10.148.135.51,redis,admin,{},"10.148.134.196:27001,10.148.134.194:27001,10.148.134.195:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.131:7001,,HLW_HG4_Domain01,redis33l34lgl-redis-master-1-cf355-0,10.148.134.194,2,4,100
b2c0f1b1-6f13-478d-b516-23e85f3143db,redisnkaynegn,HNSJYT-DJG-redis-134-064,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:48:00,10.148.134.191,10.148.135.50,10.148.135.50,redis,admin,{},"10.148.134.193:27001,10.148.134.191:27001,10.148.134.192:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.130:7001,,HLW_HG4_Domain01,redisnkaynegn-redis-master-1-eb53f-0,10.148.134.191,2,4,100
b2c0f1b1-6f13-478d-b516-23e85f3143db,redisnkaynegn,HNSJYT-DJG-redis-134-064,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:48:00,10.148.134.191,10.148.135.50,10.148.135.50,redis,admin,{},"10.148.134.193:27001,10.148.134.191:27001,10.148.134.192:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.130:7001,,HLW_HG4_Domain01,redisnkaynegn-redis-master-2-81ae0-0,10.148.134.192,2,4,100
b2c0f1b1-6f13-478d-b516-23e85f3143db,redisnkaynegn,HNSJYT-DJG-redis-134-064,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:48:00,10.148.134.191,10.148.135.50,10.148.135.50,redis,admin,{},"10.148.134.193:27001,10.148.134.191:27001,10.148.134.192:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.130:7001,,HLW_HG4_Domain01,redisnkaynegn-redis-core-1-79c39-0,10.148.134.193,2,4,50
a5487c05-dd8a-4edd-88ce-62fdfda45e2d,redis080y1kr4,HNSJYT-DJG-redis-134-063,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:46:39,10.148.134.188,10.148.135.49,10.148.135.49,redis,admin,{},"10.148.134.190:27001,10.148.134.188:27001,10.148.134.189:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.129:7001,,HLW_HG4_Domain01,redis080y1kr4-redis-master-1-02002-0,10.148.134.188,2,4,100
a5487c05-dd8a-4edd-88ce-62fdfda45e2d,redis080y1kr4,HNSJYT-DJG-redis-134-063,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:46:39,10.148.134.188,10.148.135.49,10.148.135.49,redis,admin,{},"10.148.134.190:27001,10.148.134.188:27001,10.148.134.189:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.129:7001,,HLW_HG4_Domain01,redis080y1kr4-redis-master-2-4ebcc-0,10.148.134.189,2,4,100
a5487c05-dd8a-4edd-88ce-62fdfda45e2d,redis080y1kr4,HNSJYT-DJG-redis-134-063,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:46:39,10.148.134.188,10.148.135.49,10.148.135.49,redis,admin,{},"10.148.134.190:27001,10.148.134.188:27001,10.148.134.189:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.129:7001,,HLW_HG4_Domain01,redis080y1kr4-redis-core-1-99e77-0,10.148.134.190,2,4,50
053923e4-ed66-4923-b03f-ac3e814c3eb5,redisujm5ezg0,HNSJYT-DJG-redis-134-062,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:44:57,10.148.134.185,10.148.135.48,10.148.135.48,redis,admin,{},"10.148.134.187:27001,10.148.134.185:27001,10.148.134.186:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.128:7001,,HLW_HG4_Domain01,redisujm5ezg0-redis-master-2-e8559-0,10.148.134.186,2,4,100
053923e4-ed66-4923-b03f-ac3e814c3eb5,redisujm5ezg0,HNSJYT-DJG-redis-134-062,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:44:57,10.148.134.185,10.148.135.48,10.148.135.48,redis,admin,{},"10.148.134.187:27001,10.148.134.185:27001,10.148.134.186:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.128:7001,,HLW_HG4_Domain01,redisujm5ezg0-redis-core-1-519eb-0,10.148.134.187,2,4,50
053923e4-ed66-4923-b03f-ac3e814c3eb5,redisujm5ezg0,HNSJYT-DJG-redis-134-062,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:44:57,10.148.134.185,10.148.135.48,10.148.135.48,redis,admin,{},"10.148.134.187:27001,10.148.134.185:27001,10.148.134.186:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.128:7001,,HLW_HG4_Domain01,redisujm5ezg0-redis-master-1-5c1b2-0,10.148.134.185,2,4,100
7dae5a50-4107-4466-876b-b5590b35ebb3,redisula8z1ut,HNSJYT-DJG-redis-134-061,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:42:11,10.148.134.182,10.148.135.47,10.148.135.47,redis,admin,{},"10.148.134.184:27001,10.148.134.182:27001,10.148.134.183:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.127:7001,,HLW_HG4_Domain01,redisula8z1ut-redis-master-2-d34f0-0,10.148.134.183,2,4,100
7dae5a50-4107-4466-876b-b5590b35ebb3,redisula8z1ut,HNSJYT-DJG-redis-134-061,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:42:11,10.148.134.182,10.148.135.47,10.148.135.47,redis,admin,{},"10.148.134.184:27001,10.148.134.182:27001,10.148.134.183:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.127:7001,,HLW_HG4_Domain01,redisula8z1ut-redis-core-1-920ae-0,10.148.134.184,2,4,50
7dae5a50-4107-4466-876b-b5590b35ebb3,redisula8z1ut,HNSJYT-DJG-redis-134-061,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:42:11,10.148.134.182,10.148.135.47,10.148.135.47,redis,admin,{},"10.148.134.184:27001,10.148.134.182:27001,10.148.134.183:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.127:7001,,HLW_HG4_Domain01,redisula8z1ut-redis-master-1-01da8-0,10.148.134.182,2,4,100
b00709d0-eea2-4064-b9d7-db7a1326b475,redisauwk2pey,HNSJYT-DJG-redis-134-060,ACTIVE,3,3,sztzyjy,285ce5ef6ce841cd925c1652053f0008,f6f67bd69dc54d54b84b2e7497e69e0a,dataengine,3.0,dbaas,1cdbea05-d40b-40c2-9344-fe377298c448,jyt-134-0-23,False,False,['10.148.134.0/23'],HEALTHY,1,2025-09-19 15:42:01,10.148.134.179,10.148.135.46,10.148.135.46,redis,admin,{},"10.148.134.181:27001,10.148.134.179:27001,10.148.134.180:27001",1,120s,0,False,4.0.14,True,v1,x86,False,True,False,10.148.135.126:7001,,HLW_HG4_Domain01,redisauwk2pey-redis-master-1-ed6e4-0,10.148.134.179,2,4,100
